,Material,Created By,Created On,Client lvl,Mat. Type,Industry,Matl Group,Unit,PV key,Material Description,Purchase Order Text,catalog
13506,555126663,PARAVE,45394,,ZSC2,P,Z022,NOS,,"GLP-1R ANTIBODY,CAT#NBP1-97308,BSA FREE,","GLP-1R ANTIBODY,CAT#NBP1-97308,BSA FREE, RABBIT POLYCLONAL, NOVUS BIOLOGICALS","CAT#NBP1-97308,BSA FREE, RABBIT POLYCLONAL, NOVUS BIOLOGICALS"
13507,555126664,PARAVE,45394,,ZSC2,P,Z022,NOS,,"MOUSE ANTI-CENP-B,CAT#EA-5206, ELISA KIT","MOUSE ANTI-CENP-B,CAT#EA-5206, ELISA KIT, SIGNOSIS","CAT#EA-5206, ELISA KIT, SIGNOSIS"
13508,555126665,PARAVE,45394,,ZSC2,P,Z022,NOS,,"MOUSE CENPB,CAT#LS-F33171, ELISA KIT- (S","MOUSE CENPB,CAT#LS-F33171, ELISA KIT- (SANDWICH ELISA) ,LSBIO","CAT#LS-F33171, ELISA KIT- (SANDWICH ELISA) ,LSBIO"
13509,555126666,PARAVE,45394,,ZSC2,P,Z022,NOS,,"MOUSE CENPB,CAT#MOFI00351, ELISA KIT,ASS","MOUSE CENPB,CAT#MOFI00351, ELISA KIT,ASSAYGENIE","CAT#MOFI00351, ELISA KIT,ASSAYGENIE"
13510,555126667,PARAVE,45394,,ZSC2,P,Z022,NOS,,"CYCLOPENTYL METHYL ETHER,CA#791962-1L,SI","CYCLOPENTYL METHYL ETHER,CA#791962-1L,SIGMA",
13511,555126668,PARAVE,45394,,ZSC2,P,Z022,NOS,,"GENEBLAZER,CAT#K1783, GLP1R-CRE-BLAÂ CHO","GENEBLAZER,CAT#K1783, GLP1R-CRE-BLAÂ CHO-K1 CELLS,THERMO","CAT#K1783, GLP1R-CRE-BLAÂ CHO-K1 CELLS,THERMO"
13512,555126669,PARAVE,45394,,ZSC2,P,Z022,NOS,,"HYCLONE DIALYZED,CAT#SH30079.02, FETAL B","HYCLONE DIALYZED,CAT#SH30079.02, FETAL BOVINE SERUM (FBS), 100ML,CYTIVA","CAT#SH30079.02, FETAL BOVINE SERUM (FBS), 100ML,CYTIVA"
13513,555126670,PARAVE,45394,,ZSC2,P,Z022,NOS,,"HYCLONE DULBECCO'S,,CAT#SH30022.01, MODI","HYCLONE DULBECCO'S,,CAT#SH30022.01, MODIFIED EAGLE MEDIUM (DMEM) WITH HIGH GLUCOSE: LIQUID, 500ML,GIBCO","CAT#SH30022.01, MODIFIED EAGLE MEDIUM (DMEM) WITH HIGH GLUCOSE: LIQUID, 500ML,GIBCO"
13514,555126671,PARAVE,45394,,ZSC2,P,Z022,NOS,,"HITHUNTER,CAT# 90-0075XL, CAMP XS+ (10,0","HITHUNTER,CAT# 90-0075XL, CAMP XS+ (10,000 WELLS 384), DISCOVERRX","CAT# 90-0075XL, CAMP XS+ (10,000 WELLS 384), DISCOVERRX"
13515,555126637,PARAVE,45390,,ZSC2,P,Z022,NOS,,"APHIDICOLIN,CAT#A0781,1MG, MERCK","APHIDICOLIN,CAT#A0781,1MG, MERCK","CAT#A0781,1MG, MERCK"
13516,555126015,PARAVE,45336,,ZSC2,P,Z022,NOS,,S-BRICK (MICE) CHEW STICKS 50X20X20 MM,S-BRICK (MICE) CHEW STICKS 50X20X20 MM,
13517,555126016,PARAVE,45336,,ZSC2,P,Z022,NOS,,M-BRICK (RAT) CHEW STICKS 100X20X20 MM,M-BRICK (RAT) CHEW STICKS 100X20X20 MM,
13518,555126017,PARAVE,45336,,ZSC2,P,Z022,NOS,,L-BRICK (RABBIT/G.PIG) CHEW STICKS 100X4,L-BRICK (RABBIT/G.PIG) CHEW STICKS 100X45X45 MM,
13519,555126477,PARAVE,45373,,ZSC2,P,Z022,NOS,,"PHYTAGEL,CAT#P8169-100G,-BIOREAGENT,","PHYTAGEL,CAT#P8169-100G,-BIOREAGENT,SIGMA","CAT#P8169-100G,-BIOREAGENT,SIGMA"
13520,555126479,PARAVE,45373,,ZSC2,P,Z022,NOS,,"CARDIOGREEN,CAT#I2633-25M, POLYMETHINE D","CARDIOGREEN,CAT#I2633-25MG, POLYMETHINE DYE,SIGMA","CAT#I2633-25MG, POLYMETHINE DYE,SIGMA"
13521,555126209,PARAVE,45352,,ZSC2,P,Z022,NOS,,"MYLAR THIN FILM,CAT#156–3.6 MICRON,X-RAY","MYLAR THIN FILM,CAT#156–3.6 MICRON,X-RAYFILM, POLYESTERP ETP, AIMIL LTD","CAT#156–3.6 MICRON,X-RAYFILM, POLYESTERP ETP, AIMIL LTD"
13522,555125871,PARAVE,45316,,ZSC2,P,Z022,NOS,,"HAMILTON SYRINGE,CAT#HCE-80508,705 SN 50","HAMILTON SYRINGE,CAT#HCE-80508,705 SN 50ul SYR 705 SN 50μL Syr (24/51/4(45))","CAT#HCE-80508,705 SN 50ul SYR 705 SN 50μL Syr (24/51/4(45))"
13523,555126712,PARAVE,45401,,ZSC2,P,Z022,NOS,,"GELDOC GO GEL,CAT#12009077, IMAGING SYST","GELDOC GO GEL,CAT#12009077, IMAGING SYSTEM, BIORAD","CAT#12009077, IMAGING SYSTEM, BIORAD"
13524,555126713,PARAVE,45401,,ZSC2,P,Z022,NOS,,"UV SHIELD,CAT#12012164, FOR GELDOC GO GE","UV SHIELD,CAT#12012164, FOR GELDOC GO GEL IMAGING SYSTEM, BIORAD","CAT#12012164, FOR GELDOC GO GEL IMAGING SYSTEM, BIORAD"
13525,555126714,PARAVE,45401,,ZSC2,P,Z022,NOS,,"WHITE SAMPLE TRAY,CAT#12012165, FOR GELD","WHITE SAMPLE TRAY,CAT#12012165, FOR GELDOC GO GEL IMAGING SYSTEM, BIORAD","CAT#12012165, FOR GELDOC GO GEL IMAGING SYSTEM, BIORAD"
13526,555126715,PARAVE,45401,,ZSC2,P,Z022,NOS,,"MORTAR & PESTLE,CAT# CH11610/5, AGATE OD","MORTAR & PESTLE,CAT# CH11610/5, AGATE OD 60MM, AGATE, ID 57MM,SUPERTEK","CAT# CH11610/5, AGATE OD 60MM, AGATE, ID 57MM,SUPERTEK"
13527,555126716,PARAVE,45401,,ZSC2,P,Z022,NOS,,"MS48107,CAT#HY-134494 , IS A POTENT AND","MS48107,CAT#HY-134494 , IS A POTENT AND SELECTIVE POSITIVE ALLOSTERIC MODULATOR OF G PROTEIN-COUPLED RECEPTOR 68 (GPR68),MCE","CAT#HY-134494 , IS A POTENT AND SELECTIVE POSITIVE ALLOSTERIC MODULATOR OF G PROTEIN-COUPLED RECEPTOR 68 (GPR68),MCE"
13528,555126717,PARAVE,45401,,ZSC2,P,Z022,NOS,,"HUMAN RECOMBINANT IL-4,CAT#78147,STEM CE","HUMAN RECOMBINANT IL-4,CAT#78147,STEM CELL TECH","CAT#78147,STEM CELL TECH"
13529,555126718,PARAVE,45401,,ZSC2,P,Z022,NOS,,"PHORBOL 12-MYRISTATE 13-ACETATE,CAT#7404","PHORBOL 12-MYRISTATE 13-ACETATE,CAT#74042,STEM CELL TECH","CAT#74042,STEM CELL TECH"
13530,555126719,PARAVE,45401,,ZSC2,P,Z022,NOS,,"HUMAN RECOMBINANT IL-13,CAT#78029.1,STEM","HUMAN RECOMBINANT IL-13,CAT#78029.1,STEM CELL TECH","CAT#78029.1,STEM CELL TECH"
13531,555126723,PARAVE,45401,,ZSC2,P,Z022,NOS,,"MULTITEST 6-COLOR,CAT#662995, TBNK,WITH","MULTITEST 6-COLOR,CAT#662995, TBNK,WITH TRUCOUNT TUBES,50 TESTS,BD","CAT#662995, TBNK,WITH TRUCOUNT TUBES,50 TESTS,BD"
13532,555126724,PARAVE,45401,,ZSC2,P,Z022,NOS,,"FACS 7,CAT#335775,COLOR SETUP BEADS,25 T","FACS 7,CAT#335775,COLOR SETUP BEADS,25 TESTS,BD","CAT#335775,COLOR SETUP BEADS,25 TESTS,BD"
13533,555126725,PARAVE,45401,,ZSC2,P,Z022,NOS,,"MICRO-90,CAT#WW-18100-05, CLEANING SOLUT","MICRO-90,CAT#WW-18100-05, CLEANING SOLUTION FROM COLE-PARMER","CAT#WW-18100-05, CLEANING SOLUTION FROM COLE-PARMER"
13534,555126743,PARAVE,45404,,ZSC2,P,Z022,NOS,,"BRAINTREE SCIENTIFIC BONE WAX,CAT#50-19","BRAINTREE SCIENTIFIC BONE WAX,CAT#50-195-4680, STERILE NATURAL NON- BLEACHED BEESWAX, 12/BOX,FISHER SCIENTIFIC","CAT#50-195-4680, STERILE NATURAL NON- BLEACHED BEESWAX, 12/BOX,FISHER SCIENTIFIC"
13535,555125551,PARAVE,45267,,ZSC2,P,Z022,NOS,,"KINETEX 2.6 MM,,CAT#00D-4622-E0 K, BIPHE","KINETEX 2.6 MM,,CAT#00D-4622-E0 K, BIPHENYL 100 A, LC COLUMN 100 X 4.6 MM, EA,PHENOMINEX","CAT#00D-4622-E0 K, BIPHENYL 100 A, LC COLUMN 100 X 4.6 MM, EA,PHENOMINEX"
13536,555126751,PARAVE,45405,,ZSC2,P,Z022,NOS,,"HUMAN-MHCI-W6/32,CAT#311404,( HLA-A,B,C)","HUMAN-MHCI-W6/32,CAT#311404,( HLA-A,B,C),100 TEST,BIOLEGEND","CAT#311404,( HLA-A,B,C),100 TEST,BIOLEGEND"
13537,555126752,PARAVE,45405,,ZSC2,P,Z022,NOS,,"HUMAN-STING-T3680,CAT#564836,50 TESTS,BD","HUMAN-STING-T3680,CAT#564836,50 TESTS,BD","CAT#564836,50 TESTS,BD"
13538,555126753,PARAVE,45405,,ZSC2,P,Z022,NOS,,"HUMAN-IL6-MQ2-13A5,CAT#563279,50 TESTS,B","HUMAN-IL6-MQ2-13A5,CAT#563279,50 TESTS,BD","CAT#563279,50 TESTS,BD"
13539,555126754,PARAVE,45405,,ZSC2,P,Z022,NOS,,"MOUSE CD45-30F11,CAT#749889,50UG,BD","MOUSE CD45-30F11,CAT#749889,50UG,BD","CAT#749889,50UG,BD"
13540,555126574,PARAVE,45385,,ZSC2,P,Z022,NOS,,"SHOC2 RABBIT MAB CAT#53600,(D7N1A) ,CST","SHOC2 RABBIT MAB CAT#53600,(D7N1A) ,CST","CAT#53600,(D7N1A) ,CST"
13541,555126500,PARAVE,45377,,ZSC2,P,Z022,NOS,,"ANTI-SHOC2 / SUR8,CAT#AB106430, ANTIBODY","ANTI-SHOC2 / SUR8,CAT#AB106430, ANTIBODY,100 ÂµG,ABCAM","CAT#AB106430, ANTIBODY,100 ÂµG,ABCAM"
13542,555126759,PARAVE,45406,,ZSC2,P,Z022,NOS,,"SHOC2,CAT#PA5-113508, POLYCLONAL ANTIBOD","SHOC2,CAT#PA5-113508, POLYCLONAL ANTIBODY,INVITROGEN","CAT#PA5-113508, POLYCLONAL ANTIBODY,INVITROGEN"
13543,555126760,PARAVE,45406,,ZSC2,P,Z022,NOS,,"MG-132,CAT#M7449, READY MADE SOLUTION, 1","MG-132,CAT#M7449, READY MADE SOLUTION, 1ML, 10MM,SIGMA","CAT#M7449, READY MADE SOLUTION, 1ML, 10MM,SIGMA"
13544,555126761,PARAVE,45406,,ZSC2,P,Z022,NOS,,"BOROSIL PIPETTE,CAT#7059P41,GRADUATED PI","BOROSIL PIPETTE,CAT#7059P41,GRADUATED PIPETTE CLASS-A 0.1ML","CAT#7059P41,GRADUATED PIPETTE CLASS-A 0.1ML"
13545,555126762,PARAVE,45406,,ZSC2,P,Z022,NOS,,"BOROSIL PIPETTE,CAT#7059P42,GRADUATED PI","BOROSIL PIPETTE,CAT#7059P42,GRADUATED PIPETTE CLASS-A 0.2ML","CAT#7059P42,GRADUATED PIPETTE CLASS-A 0.2ML"
13546,555126763,PARAVE,45406,,ZSC2,P,Z022,NOS,,"DEXTRAN SULFATE,CAT#160110,500GM, SODIUM","DEXTRAN SULFATE,CAT#160110,500GM, SODIUM SALT, COLITIS GRADE,MP BIO","CAT#160110,500GM, SODIUM SALT, COLITIS GRADE,MP BIO"
13547,555126764,PARAVE,45406,,ZSC2,P,Z022,NOS,,"UPADACITINIB,CAT#S8162,1GM,SELLECK","UPADACITINIB,CAT#S8162,1GM,SELLECK","CAT#S8162,1GM,SELLECK"
13548,555125546,PARAVE,45267,,ZSC2,P,Z022,NOS,,"LUX 5 mm,CAT#00G-4491-V0-AX, CELLULOSE-4","LUX 5 mm,CAT#00G-4491-V0-AX, CELLULOSE-4, LC COLUMN 250 X 50 MM, AXIA PACKED, EAPHENOMINEX","CAT#00G-4491-V0-AX, CELLULOSE-4, LC COLUMN 250 X 50 MM, AXIA PACKED, EAPHENOMINEX"
13549,555126808,PARAVE,45414,,ZSC2,P,Z022,NOS,,"SEMAGLUTIDE,CAT##HY-114118, 1MG, MEDCHEM","SEMAGLUTIDE,CAT##HY-114118, 1MG, MEDCHEM EXPRESS","CAT##HY-114118, 1MG, MEDCHEM EXPRESS"
13550,555126809,PARAVE,45414,,ZSC2,P,Z022,NOS,,"LIRAGLUTIDE,CAT#HY-P0014, 1MG, MEDCHEM E","LIRAGLUTIDE,CAT#HY-P0014, 1MG, MEDCHEM EXPRESS","CAT#HY-P0014, 1MG, MEDCHEM EXPRESS"
13551,555126810,PARAVE,45414,,ZSC2,P,Z022,NOS,,"HITHUNTER CAMP ASSAY,CAT#90-0075SM25, FO","HITHUNTER CAMP ASSAY,CAT#90-0075SM25, FOR SMALL MOLECULES, 10,000DP, EUROFINS-DISCOVERX","CAT#90-0075SM25, FOR SMALL MOLECULES, 10,000DP, EUROFINS-DISCOVERX"
13552,555126812,PARAVE,45414,,ZSC2,P,Z022,NOS,,"ALEXA FLUOR,CAT#557958, 700 RAT ANTI-MOU","ALEXA FLUOR,CAT#557958, 700 RAT ANTI-MOUSE CD19,PHARMINGEN,BD","CAT#557958, 700 RAT ANTI-MOUSE CD19,PHARMINGEN,BD"
13553,555055944,LAVAMA,43272,,ZSC2,P,Z022,G,ZM00,"HYDROXYPROPYL BETADEX USP/NF, EP, JPE","HYDROXYPROPYL BETADEX USP/NF, EP, JPE",P
13554,555126814,PARAVE,45414,,ZSC2,P,Z022,NOS,,"ANTI-RABBIT STELLAR,CAT#DM-013, IR DETEC","ANTI-RABBIT STELLAR,CAT#DM-013, IR DETECTION MODULE,PROTEIN SIMPLE","CAT#DM-013, IR DETECTION MODULE,PROTEIN SIMPLE"
13555,555126720,PARAVE,45401,,ZSC2,P,Z022,NOS,,"MAGNETIC BEADS-TUBE1, CAT# UM501M,LIFESE","MAGNETIC BEADS-TUBE1, CAT# UM501M,LIFESENSORS","CAT# UM501M,LIFESENSORS"
13556,555126721,PARAVE,45401,,ZSC2,P,Z022,NOS,,"ANTI-UBIQUITIN ANTIBODY,CAT#VU-0101, (MA","ANTI-UBIQUITIN ANTIBODY,CAT#VU-0101, (MAB; CLONE VU-1),LIFESENSORS","CAT#VU-0101, (MAB; CLONE VU-1),LIFESENSORS"
13557,555125283,PARAVE,45243,,ZSC2,P,Z022,NOS,,"FETAL BOVINE SERUM,CAT#A4736201, TET APP","FETAL BOVINE SERUM,CAT#A4736201, TET APPROVED,THERMO FISHER","CAT#A4736201, TET APPROVED,THERMO FISHER"
13558,555125714,PARAVE,45295,,ZSC2,P,Z022,NOS,,"PREVAIL 3M ORGANIC ACID, HICH88655, 150","PREVAIL 3M ORGANIC ACID, HICH88655, 150 X 4.6 MM, 3UM,PREVAIL",
13559,555126969,PARAVE,45427,,ZSC2,P,Z022,NOS,,"MANGANESE CHLORIDE TETRAHYDRATE,-203734","MANGANESE CHLORIDE TETRAHYDRATE,CAT#203734; (II) ,5G, SIGMA","CAT#203734; (II) ,5G, SIGMA"
13560,555126748,PARAVE,45405,,ZSC2,P,Z022,NOS,,"SEMAGLUTIDE,CAS#910463-68-2; ANGENE API","SEMAGLUTIDE,CAS#910463-68-2;1gm, ANGENE API",
13561,555126749,PARAVE,45405,,ZSC2,P,Z022,NOS,,"LIRAGLUTIDE,CAS#204656-20-2, AARON PHARM","LIRAGLUTIDE,CAS#204656-20-2,1gm, AARON PHARMA API",
13562,555127011,PARAVE,45429,,ZSC2,P,Z022,NOS,,HEMOSPOT TEST KIT,HEMOSPOT TEST KIT,
13563,555126811,PARAVE,45414,,ZSC2,P,Z022,NOS,,"BUV737,CAT#568344, RAT ANTI-MOUSE CD45,O","BUV737,CAT#568344, RAT ANTI-MOUSE CD45,OPTIBUILD,BD","CAT#568344, RAT ANTI-MOUSE CD45,OPTIBUILD,BD"
13564,555122601,PARAVE,45127,,ZSC2,P,Z022,NOS,,HISTONE H3 (D1H2) PN##12648S XPÂ® RABBIT,HISTONE H3 (D1H2) PN##12648S XPÂ® RABBIT MAB (HRP CONJUGATE) CST,
13565,555126529,PARAVE,45383,,ZSC2,P,Z022,NOS,,"THERMAL HL90 BATH FLUID,CAT#8940143, 5 L","THERMAL HL90 BATH FLUID,CAT#8940143, 5 LITERS,SRICO","CAT#8940143, 5 LITERS,SRICO"
13566,555126506,PARAVE,45378,,ZSC2,P,Z022,NOS,,"NEBNEXT,CAT#E6440S, MULTIPLEX OLIGOS FOR","NEBNEXT,CAT#E6440S, MULTIPLEX OLIGOS FOR ILLUMINA (96 UNIQUE DUAL INDEX PRIMER PAIRS),ZELLE","CAT#E6440S, MULTIPLEX OLIGOS FOR ILLUMINA (96 UNIQUE DUAL INDEX PRIMER PAIRS),ZELLE"
13567,555127248,PARAVE,45441,,ZSC2,P,Z022,NOS,,600 ML WIDE MOUTH FILTER SEAL FLASK ASSE,"600 ML WIDE MOUTH FILTER SEAL FLASK ASSEMBLY - Includes: Glass Flask, Wide Mouth cover, ORing, Filter Paper, and Filter Disk - 3/4'' to 3/4'' adapter required for use with Quickseal valves",
13568,555127249,PARAVE,45441,,ZSC2,P,Z022,NOS,,1200 ML WIDE MOUTH FILTER SEAL FLASK ASS,"1200 ML WIDE MOUTH FILTER SEAL FLASK ASSEMBLY - Includes: Glass Flask, Wide Mouth cover, ORing, Filter Paper, and Filter Disk - 3/4'' to 3/4'' adapter required for use with Quickseal valves",
13569,555127250,PARAVE,45441,,ZSC2,P,Z022,NOS,,"3/4"" TO 3/4"" PORT ADAPTER, SS, STRAIGHT","3/4'' TO 3/4'' PORT ADAPTER, SS, STRAIGHT - For connec􀆟ng 150-2000mL flask assemblies to standard 3/4'' Quickseal valves.",
13570,555127267,PARAVE,45442,,ZSC2,P,Z022,NOS,,"RESIN,CAT#500-1200, CAPILLARY-SEALING, 5","RESIN,CAT#500-1200, CAPILLARY-SEALING, 5 GRAMS,AGILENT","CAT#500-1200, CAPILLARY-SEALING, 5 GRAMS,AGILENT"
13571,555127268,PARAVE,45442,,ZSC2,P,Z022,NOS,,"NITRIC ACID,CAT#61030LM500, TRACEPURA 50","NITRIC ACID,CAT#61030LM500, TRACEPURA 500ML, 1LIT ACTYLIS","CAT#61030LM500, TRACEPURA 500ML, 1LIT ACTYLIS"
13572,555127270,PARAVE,45442,,ZSC2,P,Z022,NOS,,"BACMAM GFP,CAT#B10383, TRANSDUCTION CONT","BACMAM GFP,CAT#B10383, TRANSDUCTION CONTROL,THERMO","CAT#B10383, TRANSDUCTION CONTROL,THERMO"
13573,555127272,PARAVE,45442,,ZSC2,P,Z022,NOS,,"MACS SMARTSTRAINERS,CAT#130-110-915, 30","MACS SMARTSTRAINERS,CAT#130-110-915, 30 ÎœM - 100 FILTERS,MILTENYI","CAT#130-110-915, 30 ÎœM - 100 FILTERS,MILTENYI"
13574,555127273,PARAVE,45442,,ZSC2,P,Z022,NOS,,"D-TUBE96 DIALYZER,CAT#71713-3, 12-14 KDA","D-TUBE96 DIALYZER,CAT#71713-3, 12-14 KDA,,MERCK","CAT#71713-3, 12-14 KDA,,MERCK"
13575,555127274,PARAVE,45442,,ZSC2,P,Z022,NOS,,"NANOBRET NANO-GLO,CAT#N1662, DETECTION S","NANOBRET NANO-GLO,CAT#N1662, DETECTION SYSTEMS,PROMEGA","CAT#N1662, DETECTION SYSTEMS,PROMEGA"
13576,555127275,PARAVE,45443,,ZSC2,P,Z022,NOS,,"OZEMPIC 1 MG CZECH 03 /2 02 6 OR BETTER,","OZEMPIC 1 MG CZECH 03 /2 02 6 OR BETTER, SEMAGLUTI DE,GNH PHARMA",
13577,555127276,PARAVE,45443,,ZSC2,P,Z022,NOS,,"SOYBEAN OIL,CAT#190-03776, FUJIFILM WAKO","SOYBEAN OIL,CAT#190-03776, FUJIFILM WAKO","CAT#190-03776, FUJIFILM WAKO"
13578,555127278,PARAVE,45443,,ZSC2,P,Z022,NOS,,"GENE FRAGMENT,CAT#107448, (500BP-1800BP)","GENE FRAGMENT,CAT#107448, (500BP-1800BP), WITHOUT ADAPTERS , TWIST BIOSCIENCES","CAT#107448, (500BP-1800BP), WITHOUT ADAPTERS , TWIST BIOSCIENCES"
13579,555127012,PARAVE,45429,,ZSC2,P,Z022,NOS,,"FLUOROMOUNT-G,CAT#00-4958-02, MOUNTING M","FLUOROMOUNT-G,CAT#00-4958-02, MOUNTING MEDIUM,THERMOFISHER","CAT#00-4958-02, MOUNTING MEDIUM,THERMOFISHER"
13580,555127132,PARAVE,45434,,ZSC2,P,Z022,NOS,,"13MM COMBINATION SEAL,CAT#39235010, PP S","13MM COMBINATION SEAL,CAT#39235010, PP SCREW CAP, BLACK,CLOSED TOP; SILICONE CREAM/PTFE RED, 55Â° SHORE A,1.5MM,SV SCIEN","CAT#39235010, PP SCREW CAP, BLACK,CLOSED TOP; SILICONE CREAM/PTFE RED, 55Â° SHORE A,1.5MM,SV SCIEN"
13581,555127131,PARAVE,45434,,ZSC2,P,Z022,NOS,,"4ML SCREW NECK VIAL.CAT#70172000, 45 X 1","4ML SCREW NECK VIAL.CAT#70172000, 45 X 14.7MM. AMBER GLASS. 1ST HYDROLYTIC CLASS, 100/PACK,SV SCIEN","CAT#70172000, 45 X 14.7MM. AMBER GLASS. 1ST HYDROLYTIC CLASS, 100/PACK,SV SCIEN"
13582,555127313,PARAVE,45448,,ZSC2,P,Z022,NOS,,"HGLP-1R,CAT##NLS1205AF647, AF647 IGG   P","HGLP-1R,CAT##NLS1205AF647, AF647 IGG PAB (RABBIT), 50UL,NOVUS","CAT##NLS1205AF647, AF647 IGG PAB (RABBIT), 50UL,NOVUS"
13583,555127314,PARAVE,45448,,ZSC2,P,Z022,NOS,,"RABBIT IGG AF647,CAT##NBP2-24891AF647, I","RABBIT IGG AF647,CAT##NBP2-24891AF647, ISOTYPE, 50UL,NOVUS","CAT##NBP2-24891AF647, ISOTYPE, 50UL,NOVUS"
13584,555127315,PARAVE,45448,,ZSC2,P,Z022,NOS,,"GLP-1R FITC IGG PAB,CAT#AGR-021-F, (RABB","GLP-1R FITC IGG PAB,CAT#AGR-021-F, (RABBIT), 50UL,ALMONE LABS","CAT#AGR-021-F, (RABBIT), 50UL,ALMONE LABS"
13585,555127316,PARAVE,45448,,ZSC2,P,Z022,NOS,,"RABBIT IGG FITC ISOTYPE,CAT#RIC-001-F, 5","RABBIT IGG FITC ISOTYPE,CAT#RIC-001-F, 50UL,ALMONE LABS","CAT#RIC-001-F, 50UL,ALMONE LABS"
13586,555127317,PARAVE,45448,,ZSC2,P,Z022,NOS,,"BV510,CAT#368526, ANTI-HUMAN CD45 MONOCL","BV510,CAT#368526, ANTI-HUMAN CD45 MONOCLONAL AB,BIOLEGEND","CAT#368526, ANTI-HUMAN CD45 MONOCLONAL AB,BIOLEGEND"
13587,555127318,PARAVE,45448,,ZSC2,P,Z022,NOS,,"DIMETHYL SULPHOXIDE,CAT#30620LC-100, HPL","DIMETHYL SULPHOXIDE,CAT#30620LC-100, HPLC-1 LTR, FINAR","CAT#30620LC-100, HPLC-1 LTR, FINAR"
13588,555127319,PARAVE,45448,,ZSC2,P,Z022,NOS,,"1B4 CELL LINE,CAT#10012801, ECACC","1B4 CELL LINE,CAT#10012801, ECACC","CAT#10012801, ECACC"
13589,555127320,PARAVE,45448,,ZSC2,P,Z022,NOS,,"PHOSPHO-TBK1,CAT#CBEL-TBK1-S172-2, (S172","PHOSPHO-TBK1,CAT#CBEL-TBK1-S172-2, (S172) ELISA KIT,RAY BIOTECH","CAT#CBEL-TBK1-S172-2, (S172) ELISA KIT,RAY BIOTECH"
13590,555127351,PARAVE,45450,,ZSC2,P,Z022,NOS,,"MICROSCNT O,CAT#6013611, 1L, REVVITY","MICROSCNT O,CAT#6013611, 1L, REVVITY","CAT#6013611, 1L, REVVITY"
13591,555127352,PARAVE,45450,,ZSC2,P,Z022,NOS,,"MICROSCINT PS,CAT#6013631, 1L, REVVITY","MICROSCINT PS,CAT#6013631, 1L, REVVITY","CAT#6013631, 1L, REVVITY"
13592,555127353,PARAVE,45450,,ZSC2,P,Z022,NOS,,"MICROSCINT 20,CAT#6013621 1L, REVVITY","MICROSCINT 20,CAT#6013621 1L, REVVITY","CAT#6013621 1L, REVVITY"
13593,555127355,PARAVE,45450,,ZSC2,P,Z022,NOS,,"LOW VOLUME 384-WELL,CAT#3828, WHITE FLAT","LOW VOLUME 384-WELL,CAT#3828, WHITE FLAT BOTTOM POLYSTYRENE NOT TREATED MICROPLATE, 50 PER CASE, WITHOUT LID, NOT STERILE,CORNING","CAT#3828, WHITE FLAT BOTTOM POLYSTYRENE NOT TREATED MICROPLATE, 50 PER CASE, WITHOUT LID, NOT STERILE,CORNING"
13594,555127356,PARAVE,45450,,ZSC2,P,Z022,NOS,,"PROXIPLATE-384 PLUS,CAT#6008230, WHITE,","PROXIPLATE-384 PLUS,CAT#6008230, WHITE, TC TREATED, CASE OF 50,REVVITY","CAT#6008230, WHITE, TC TREATED, CASE OF 50,REVVITY"
13595,555127357,PARAVE,45450,,ZSC2,P,Z022,NOS,,PANTOCID IV INJECTION; PANTOPRAZOLE (40M,"PANTOCID IV INJECTION; PANTOPRAZOLE (40MG),SUN PHARMA",
13596,555127199,PARAVE,45439,,ZSC2,P,Z022,NOS,,3M 5N11 N95 PREFILTER,3M 5N11 N95 PREFILTER,
13597,555127360,PARAVE,45453,,ZSC2,P,Z022,NOS,,SODIUM N-(8-[2-HYDROXYLBENZOYL] AMINO) C,"SODIUM N-(8-[2-HYDROXYLBENZOYL] AMINO) CAPRYLATE,CAT#BD330782 97%,100gm,BLD PHARMA","CAT#BD330782 97%,100gm,BLD PHARMA"
13598,555127489,PARAVE,45457,,ZSC2,P,Z022,NOS,,"WATCHMAKER DNA LIBRARY ,CAT#7K0019-024","WATCHMAKER DNA LIBRARY PREP KIT,CAT#7K0019-024, WITH FRAGMENTATION, INCL. EQUINOX LIBRARY AMPLIFICATION MASTER MIX (2X) AND P5/P7 PR","CAT#7K0019-024, WITH FRAGMENTATION, INCL. EQUINOX LIBRARY AMPLIFICATION MASTER MIX (2X) AND P5/P7 PR"
13599,555127490,PARAVE,45457,,ZSC2,P,Z022,NOS,,"WATCHMAKER DNA LIBRARY,CAT#7K0019-096","WATCHMAKER DNA LIBRARY PREP KIT WITH FRAGMENTATION,CAT#7K0019-096, INCL. EQUINOX LIBRARY AMPLIFICATION MASTER MIX (2X) AND P5/P7 PRI","CAT#7K0019-096, INCL. EQUINOX LIBRARY AMPLIFICATION MASTER MIX (2X) AND P5/P7 PRI"
13600,555127499,PARAVE,45460,,ZSC2,P,Z022,NOS,,"PCR TUBES,CAT#BR781332, BRAND,STRIPS OF","PCR TUBES,CAT#BR781332, BRAND,STRIPS OF 8,SIGMA","CAT#BR781332, BRAND,STRIPS OF 8,SIGMA"
13601,555127500,PARAVE,45460,,ZSC2,P,Z022,NOS,,"MULTIWELL PLATE,CAT#665180,CELL CULTURE,","MULTIWELL PLATE,CAT#665180,CELL CULTURE, 12 WELL, PS, CELLSTAR, GREINER BIO-ONE","CAT#665180,CELL CULTURE, 12 WELL, PS, CELLSTAR, GREINER BIO-ONE"
